wordform_id,wordform,lemma_id,pos,cefr,english_gloss,tense,person,number,gender
wf_61d6c07be5,guidare,lem_1558a9fd8d,verb_form,A1,to drive,infinitive,nan,,
wf_cb487611f3,guido,lem_1558a9fd8d,verb_form,A1,to drive,present,io,,
wf_52ddca7968,guidi,lem_1558a9fd8d,verb_form,A1,to drive,present,tu,,
wf_269de9f1cc,guida,lem_1558a9fd8d,verb_form,A1,to drive,present,lui/lei,,
wf_6dba4e34e3,guidiamo,lem_1558a9fd8d,verb_form,A1,to drive,present,noi,,
wf_f853a730f3,guidate,lem_1558a9fd8d,verb_form,A1,to drive,present,voi,,
wf_ca49dfca2f,guidano,lem_1558a9fd8d,verb_form,A1,to drive,present,loro,,
wf_55adb6863a,guidavo,lem_1558a9fd8d,verb_form,A1,to drive,imperfect,io,,
wf_caf0ac0ff9,guidavi,lem_1558a9fd8d,verb_form,A1,to drive,imperfect,tu,,
wf_9de959de4e,guidava,lem_1558a9fd8d,verb_form,A1,to drive,imperfect,lui/lei,,
wf_9a9268d299,guidavamo,lem_1558a9fd8d,verb_form,A1,to drive,imperfect,noi,,
wf_a4fbfc9b4b,guidavate,lem_1558a9fd8d,verb_form,A1,to drive,imperfect,voi,,
wf_e7519f2090,guidavano,lem_1558a9fd8d,verb_form,A1,to drive,imperfect,loro,,
wf_3dc86e4b46,guidato,lem_1558a9fd8d,verb_form,A1,to drive,past_participle,nan,,
wf_fd4af3ff2c,guidando,lem_1558a9fd8d,verb_form,A1,to drive,gerund,nan,,
wf_a69346b5d5,guiderò,lem_1558a9fd8d,verb_form,A1,to drive,future,io,,
wf_e7f9fd2712,guiderai,lem_1558a9fd8d,verb_form,A1,to drive,future,tu,,
wf_969293efa7,guiderà,lem_1558a9fd8d,verb_form,A1,to drive,future,lui/lei,,
wf_21e9e66ff8,guideremo,lem_1558a9fd8d,verb_form,A1,to drive,future,noi,,
wf_f303fc953e,guiderete,lem_1558a9fd8d,verb_form,A1,to drive,future,voi,,
wf_fed1051eb5,guideranno,lem_1558a9fd8d,verb_form,A1,to drive,future,loro,,
wf_abc4ea7b1a,guiderei,lem_1558a9fd8d,verb_form,A1,to drive,conditional,io,,
wf_e03ec27385,guideresti,lem_1558a9fd8d,verb_form,A1,to drive,conditional,tu,,
wf_068cd754ff,guiderebbe,lem_1558a9fd8d,verb_form,A1,to drive,conditional,lui/lei,,
wf_6a5cc60291,guideremmo,lem_1558a9fd8d,verb_form,A1,to drive,conditional,noi,,
wf_019b6455b6,guidereste,lem_1558a9fd8d,verb_form,A1,to drive,conditional,voi,,
wf_2b37ddf950,guiderebbero,lem_1558a9fd8d,verb_form,A1,to drive,conditional,loro,,
wf_e04574f94e,viaggiare,lem_34cb1a162c,verb_form,A1,to travel,infinitive,nan,,
wf_0721c8c339,viaggio,lem_34cb1a162c,verb_form,A1,to travel,present,io,,
wf_373da3a8b4,viaggii,lem_34cb1a162c,verb_form,A1,to travel,present,tu,,
wf_a74d01afb4,viaggia,lem_34cb1a162c,verb_form,A1,to travel,present,lui/lei,,
wf_8c65bca9ca,viaggiiamo,lem_34cb1a162c,verb_form,A1,to travel,present,noi,,
wf_7621a42683,viaggiate,lem_34cb1a162c,verb_form,A1,to travel,present,voi,,
wf_5b4d774891,viaggiano,lem_34cb1a162c,verb_form,A1,to travel,present,loro,,
wf_47b393c95e,viaggiavo,lem_34cb1a162c,verb_form,A1,to travel,imperfect,io,,
wf_eb5b3acef0,viaggiavi,lem_34cb1a162c,verb_form,A1,to travel,imperfect,tu,,
wf_4f8d6d9694,viaggiava,lem_34cb1a162c,verb_form,A1,to travel,imperfect,lui/lei,,
wf_73fbb61d50,viaggiavamo,lem_34cb1a162c,verb_form,A1,to travel,imperfect,noi,,
wf_4f7424f4c8,viaggiavate,lem_34cb1a162c,verb_form,A1,to travel,imperfect,voi,,
wf_d2821f25b9,viaggiavano,lem_34cb1a162c,verb_form,A1,to travel,imperfect,loro,,
wf_1102460daa,viaggiato,lem_34cb1a162c,verb_form,A1,to travel,past_participle,nan,,
wf_4eae9ba730,viaggiando,lem_34cb1a162c,verb_form,A1,to travel,gerund,nan,,
wf_1921d6662b,viaggierò,lem_34cb1a162c,verb_form,A1,to travel,future,io,,
wf_06d2f1cecc,viaggierai,lem_34cb1a162c,verb_form,A1,to travel,future,tu,,
wf_530b957493,viaggierà,lem_34cb1a162c,verb_form,A1,to travel,future,lui/lei,,
wf_13973d162b,viaggieremo,lem_34cb1a162c,verb_form,A1,to travel,future,noi,,
wf_fe3d1a1936,viaggierete,lem_34cb1a162c,verb_form,A1,to travel,future,voi,,
wf_a9773918d2,viaggieranno,lem_34cb1a162c,verb_form,A1,to travel,future,loro,,
wf_836878c740,viaggierei,lem_34cb1a162c,verb_form,A1,to travel,conditional,io,,
wf_d72fbe5b04,viaggieresti,lem_34cb1a162c,verb_form,A1,to travel,conditional,tu,,
wf_96f3a68a60,viaggierebbe,lem_34cb1a162c,verb_form,A1,to travel,conditional,lui/lei,,
wf_31bd938b5b,viaggieremmo,lem_34cb1a162c,verb_form,A1,to travel,conditional,noi,,
wf_9a445789a8,viaggiereste,lem_34cb1a162c,verb_form,A1,to travel,conditional,voi,,
wf_4afb0a6ed5,viaggierebbero,lem_34cb1a162c,verb_form,A1,to travel,conditional,loro,,
wf_1eda396b76,dormire,lem_4e8a5bfe81,verb_form,A1,to sleep,infinitive,nan,,
wf_83158ef623,dormo,lem_4e8a5bfe81,verb_form,A1,to sleep,present,io,,
wf_f4b355783f,dormi,lem_4e8a5bfe81,verb_form,A1,to sleep,present,tu,,
wf_325fe8549a,dorme,lem_4e8a5bfe81,verb_form,A1,to sleep,present,lui/lei,,
wf_720f125a6c,dormiamo,lem_4e8a5bfe81,verb_form,A1,to sleep,present,noi,,
wf_ce575872a5,dormite,lem_4e8a5bfe81,verb_form,A1,to sleep,present,voi,,
wf_a3dd1b6d2b,dormono,lem_4e8a5bfe81,verb_form,A1,to sleep,present,loro,,
wf_ca77a1eb96,dormivo,lem_4e8a5bfe81,verb_form,A1,to sleep,imperfect,io,,
wf_85c4feae75,dormivi,lem_4e8a5bfe81,verb_form,A1,to sleep,imperfect,tu,,
wf_0816ce0cd0,dormiva,lem_4e8a5bfe81,verb_form,A1,to sleep,imperfect,lui/lei,,
wf_78525bc428,dormivamo,lem_4e8a5bfe81,verb_form,A1,to sleep,imperfect,noi,,
wf_8afcdf8cb3,dormivate,lem_4e8a5bfe81,verb_form,A1,to sleep,imperfect,voi,,
wf_c7a5362982,dormivano,lem_4e8a5bfe81,verb_form,A1,to sleep,imperfect,loro,,
wf_2a12009256,dormito,lem_4e8a5bfe81,verb_form,A1,to sleep,past_participle,nan,,
wf_70567e196a,dormendo,lem_4e8a5bfe81,verb_form,A1,to sleep,gerund,nan,,
wf_17a4a3c2a4,dormirò,lem_4e8a5bfe81,verb_form,A1,to sleep,future,io,,
wf_452fe59f9c,dormirai,lem_4e8a5bfe81,verb_form,A1,to sleep,future,tu,,
wf_4ebf8a2f3b,dormirà,lem_4e8a5bfe81,verb_form,A1,to sleep,future,lui/lei,,
wf_4fcfeb7ccc,dormiremo,lem_4e8a5bfe81,verb_form,A1,to sleep,future,noi,,
wf_cdb28da52e,dormirete,lem_4e8a5bfe81,verb_form,A1,to sleep,future,voi,,
wf_8c7037f1af,dormiranno,lem_4e8a5bfe81,verb_form,A1,to sleep,future,loro,,
wf_2d029b3c5d,dormirei,lem_4e8a5bfe81,verb_form,A1,to sleep,conditional,io,,
wf_5151c6a8e5,dormiresti,lem_4e8a5bfe81,verb_form,A1,to sleep,conditional,tu,,
wf_037e88c214,dormirebbe,lem_4e8a5bfe81,verb_form,A1,to sleep,conditional,lui/lei,,
wf_9b8a7abc9a,dormiremmo,lem_4e8a5bfe81,verb_form,A1,to sleep,conditional,noi,,
wf_895ccedc18,dormireste,lem_4e8a5bfe81,verb_form,A1,to sleep,conditional,voi,,
wf_21168b3f73,dormirebbero,lem_4e8a5bfe81,verb_form,A1,to sleep,conditional,loro,,
wf_88fbd71fdf,alzarsi,lem_b7ef436a6a,verb_form,A1,to get up,infinitive,nan,,
wf_501b04c5a1,sedersi,lem_43bd03c776,verb_form,A1,to sit down,infinitive,nan,,
wf_fb34dcc6e5,cucinare,lem_e25092f94c,verb_form,A1,to cook,infinitive,nan,,
wf_29c5a79efa,cucino,lem_e25092f94c,verb_form,A1,to cook,present,io,,
wf_c79248c1cf,cucini,lem_e25092f94c,verb_form,A1,to cook,present,tu,,
wf_8fae7e55d7,cucina,lem_e25092f94c,verb_form,A1,to cook,present,lui/lei,,
wf_ddd6f3c22f,cuciniamo,lem_e25092f94c,verb_form,A1,to cook,present,noi,,
wf_51e284558c,cucinate,lem_e25092f94c,verb_form,A1,to cook,present,voi,,
wf_e69e5817c9,cucinano,lem_e25092f94c,verb_form,A1,to cook,present,loro,,
wf_8cabd8d9ae,cucinavo,lem_e25092f94c,verb_form,A1,to cook,imperfect,io,,
wf_58b711b1e2,cucinavi,lem_e25092f94c,verb_form,A1,to cook,imperfect,tu,,
wf_164aab0088,cucinava,lem_e25092f94c,verb_form,A1,to cook,imperfect,lui/lei,,
wf_f262a0f574,cucinavamo,lem_e25092f94c,verb_form,A1,to cook,imperfect,noi,,
wf_e47ec28bf5,cucinavate,lem_e25092f94c,verb_form,A1,to cook,imperfect,voi,,
wf_daf1933e24,cucinavano,lem_e25092f94c,verb_form,A1,to cook,imperfect,loro,,
wf_b079eda4af,cucinato,lem_e25092f94c,verb_form,A1,to cook,past_participle,nan,,
wf_8f402d66f6,cucinando,lem_e25092f94c,verb_form,A1,to cook,gerund,nan,,
wf_6983f195b4,cucinerò,lem_e25092f94c,verb_form,A1,to cook,future,io,,
wf_3c4b34cbf2,cucinerai,lem_e25092f94c,verb_form,A1,to cook,future,tu,,
wf_d91b6093fd,cucinerà,lem_e25092f94c,verb_form,A1,to cook,future,lui/lei,,
wf_ad2f091a68,cucineremo,lem_e25092f94c,verb_form,A1,to cook,future,noi,,
wf_7c6b55e062,cucinerete,lem_e25092f94c,verb_form,A1,to cook,future,voi,,
wf_760a7aedfd,cucineranno,lem_e25092f94c,verb_form,A1,to cook,future,loro,,
wf_33913460fc,cucinerei,lem_e25092f94c,verb_form,A1,to cook,conditional,io,,
wf_3ab77705af,cucineresti,lem_e25092f94c,verb_form,A1,to cook,conditional,tu,,
wf_0f1da8ea8e,cucinerebbe,lem_e25092f94c,verb_form,A1,to cook,conditional,lui/lei,,
wf_523409e2f8,cucineremmo,lem_e25092f94c,verb_form,A1,to cook,conditional,noi,,
wf_8e136a1c7f,cucinereste,lem_e25092f94c,verb_form,A1,to cook,conditional,voi,,
wf_b5d149a84a,cucinerebbero,lem_e25092f94c,verb_form,A1,to cook,conditional,loro,,
wf_5e55d61140,pulire,lem_8691b1adce,verb_form,A2,to clean,infinitive,nan,,
wf_f1757ae453,pulo,lem_8691b1adce,verb_form,A2,to clean,present,io,,
wf_3afe8d8214,puli,lem_8691b1adce,verb_form,A2,to clean,present,tu,,
wf_c2c1db8ebe,pule,lem_8691b1adce,verb_form,A2,to clean,present,lui/lei,,
wf_060cb67247,puliamo,lem_8691b1adce,verb_form,A2,to clean,present,noi,,
wf_3d8b071fb6,pulite,lem_8691b1adce,verb_form,A2,to clean,present,voi,,
wf_1fa9bacfba,pulono,lem_8691b1adce,verb_form,A2,to clean,present,loro,,
wf_b6a1c2b6c7,pulivo,lem_8691b1adce,verb_form,A2,to clean,imperfect,io,,
wf_cc709fc8af,pulivi,lem_8691b1adce,verb_form,A2,to clean,imperfect,tu,,
wf_4a7a514635,puliva,lem_8691b1adce,verb_form,A2,to clean,imperfect,lui/lei,,
wf_afef3c4f2e,pulivamo,lem_8691b1adce,verb_form,A2,to clean,imperfect,noi,,
wf_6ec15426c9,pulivate,lem_8691b1adce,verb_form,A2,to clean,imperfect,voi,,
wf_55628d86b5,pulivano,lem_8691b1adce,verb_form,A2,to clean,imperfect,loro,,
wf_17d4f6abfb,pulito,lem_8691b1adce,verb_form,A2,to clean,past_participle,nan,,
wf_28a40c818a,pulendo,lem_8691b1adce,verb_form,A2,to clean,gerund,nan,,
wf_1f9d70bae5,pulirò,lem_8691b1adce,verb_form,A2,to clean,future,io,,
wf_335af1bf0f,pulirai,lem_8691b1adce,verb_form,A2,to clean,future,tu,,
wf_803dbee76d,pulirà,lem_8691b1adce,verb_form,A2,to clean,future,lui/lei,,
wf_3416b79717,puliremo,lem_8691b1adce,verb_form,A2,to clean,future,noi,,
wf_561a38b694,pulirete,lem_8691b1adce,verb_form,A2,to clean,future,voi,,
wf_e71f170e70,puliranno,lem_8691b1adce,verb_form,A2,to clean,future,loro,,
wf_630abde9f5,pulirei,lem_8691b1adce,verb_form,A2,to clean,conditional,io,,
wf_6cc98d0e89,puliresti,lem_8691b1adce,verb_form,A2,to clean,conditional,tu,,
wf_ffeca2f025,pulirebbe,lem_8691b1adce,verb_form,A2,to clean,conditional,lui/lei,,
wf_e13c766de0,puliremmo,lem_8691b1adce,verb_form,A2,to clean,conditional,noi,,
wf_2510eac230,pulireste,lem_8691b1adce,verb_form,A2,to clean,conditional,voi,,
wf_f7afa9077d,pulirebbero,lem_8691b1adce,verb_form,A2,to clean,conditional,loro,,
wf_ad106581b2,pagare,lem_bbf76e876f,verb_form,A2,to pay,infinitive,nan,,
wf_7c688aa686,pago,lem_bbf76e876f,verb_form,A2,to pay,present,io,,
wf_0384df809b,pagi,lem_bbf76e876f,verb_form,A2,to pay,present,tu,,
wf_9653de2a1b,paga,lem_bbf76e876f,verb_form,A2,to pay,present,lui/lei,,
wf_0702701dc9,pagiamo,lem_bbf76e876f,verb_form,A2,to pay,present,noi,,
wf_5ea70d036c,pagate,lem_bbf76e876f,verb_form,A2,to pay,present,voi,,
wf_51becb929c,pagano,lem_bbf76e876f,verb_form,A2,to pay,present,loro,,
wf_d4437fead6,pagavo,lem_bbf76e876f,verb_form,A2,to pay,imperfect,io,,
wf_7362535523,pagavi,lem_bbf76e876f,verb_form,A2,to pay,imperfect,tu,,
wf_c1281938ad,pagava,lem_bbf76e876f,verb_form,A2,to pay,imperfect,lui/lei,,
wf_59e1d25643,pagavamo,lem_bbf76e876f,verb_form,A2,to pay,imperfect,noi,,
wf_59d9fdcc02,pagavate,lem_bbf76e876f,verb_form,A2,to pay,imperfect,voi,,
wf_8bc5de45fe,pagavano,lem_bbf76e876f,verb_form,A2,to pay,imperfect,loro,,
wf_287956e1c1,pagato,lem_bbf76e876f,verb_form,A2,to pay,past_participle,nan,,
wf_ac9bf88407,pagando,lem_bbf76e876f,verb_form,A2,to pay,gerund,nan,,
wf_e094fbf339,pagerò,lem_bbf76e876f,verb_form,A2,to pay,future,io,,
wf_bf2bcfe04c,pagerai,lem_bbf76e876f,verb_form,A2,to pay,future,tu,,
wf_0cf2173fdf,pagerà,lem_bbf76e876f,verb_form,A2,to pay,future,lui/lei,,
wf_8fd6259c6c,pageremo,lem_bbf76e876f,verb_form,A2,to pay,future,noi,,
wf_d879bc0458,pagerete,lem_bbf76e876f,verb_form,A2,to pay,future,voi,,
wf_31790801c6,pageranno,lem_bbf76e876f,verb_form,A2,to pay,future,loro,,
wf_49957e5d39,pagerei,lem_bbf76e876f,verb_form,A2,to pay,conditional,io,,
wf_64e3c57247,pageresti,lem_bbf76e876f,verb_form,A2,to pay,conditional,tu,,
wf_63d3ad3978,pagerebbe,lem_bbf76e876f,verb_form,A2,to pay,conditional,lui/lei,,
wf_2766816879,pageremmo,lem_bbf76e876f,verb_form,A2,to pay,conditional,noi,,
wf_a46d5f047d,pagereste,lem_bbf76e876f,verb_form,A2,to pay,conditional,voi,,
wf_432b950e06,pagerebbero,lem_bbf76e876f,verb_form,A2,to pay,conditional,loro,,
wf_2cd21bbda3,costare,lem_0e3cd8c4f0,verb_form,A2,to cost,infinitive,nan,,
wf_3e1a21b379,costo,lem_0e3cd8c4f0,verb_form,A2,to cost,present,io,,
wf_72d3fa999b,costi,lem_0e3cd8c4f0,verb_form,A2,to cost,present,tu,,
wf_5814234ad9,costa,lem_0e3cd8c4f0,verb_form,A2,to cost,present,lui/lei,,
wf_bd31d8aa64,costiamo,lem_0e3cd8c4f0,verb_form,A2,to cost,present,noi,,
wf_1d7dce72d7,costate,lem_0e3cd8c4f0,verb_form,A2,to cost,present,voi,,
wf_8a34749593,costano,lem_0e3cd8c4f0,verb_form,A2,to cost,present,loro,,
wf_2a477e7cea,costavo,lem_0e3cd8c4f0,verb_form,A2,to cost,imperfect,io,,
wf_71f9d1e993,costavi,lem_0e3cd8c4f0,verb_form,A2,to cost,imperfect,tu,,
wf_a8464a7e08,costava,lem_0e3cd8c4f0,verb_form,A2,to cost,imperfect,lui/lei,,
wf_7c21612114,costavamo,lem_0e3cd8c4f0,verb_form,A2,to cost,imperfect,noi,,
wf_b000d1fdcb,costavate,lem_0e3cd8c4f0,verb_form,A2,to cost,imperfect,voi,,
wf_26023b841e,costavano,lem_0e3cd8c4f0,verb_form,A2,to cost,imperfect,loro,,
wf_2c48c234ef,costato,lem_0e3cd8c4f0,verb_form,A2,to cost,past_participle,nan,,
wf_911fe28e96,costando,lem_0e3cd8c4f0,verb_form,A2,to cost,gerund,nan,,
wf_7ffbc3836d,costerò,lem_0e3cd8c4f0,verb_form,A2,to cost,future,io,,
wf_0653275508,costerai,lem_0e3cd8c4f0,verb_form,A2,to cost,future,tu,,
wf_8b44028591,costerà,lem_0e3cd8c4f0,verb_form,A2,to cost,future,lui/lei,,
wf_1b1dacdd24,costeremo,lem_0e3cd8c4f0,verb_form,A2,to cost,future,noi,,
wf_c8f1cfd7d7,costerete,lem_0e3cd8c4f0,verb_form,A2,to cost,future,voi,,
wf_f320bfaee6,costeranno,lem_0e3cd8c4f0,verb_form,A2,to cost,future,loro,,
wf_e3c2e49ba7,costerei,lem_0e3cd8c4f0,verb_form,A2,to cost,conditional,io,,
wf_fa7732ff6f,costeresti,lem_0e3cd8c4f0,verb_form,A2,to cost,conditional,tu,,
wf_c859d50121,costerebbe,lem_0e3cd8c4f0,verb_form,A2,to cost,conditional,lui/lei,,
wf_cc764a0da7,costeremmo,lem_0e3cd8c4f0,verb_form,A2,to cost,conditional,noi,,
wf_8066df245c,costereste,lem_0e3cd8c4f0,verb_form,A2,to cost,conditional,voi,,
wf_b74c82380a,costerebbero,lem_0e3cd8c4f0,verb_form,A2,to cost,conditional,loro,,
wf_7a25a28319,scegliere,lem_ad6f36e43d,verb_form,C1,to choose,infinitive,nan,,
wf_93ae64cc98,sceglio,lem_ad6f36e43d,verb_form,C1,to choose,present,io,,
wf_10dc92316b,sceglii,lem_ad6f36e43d,verb_form,C1,to choose,present,tu,,
wf_3fa6bf8d7a,sceglie,lem_ad6f36e43d,verb_form,C1,to choose,present,lui/lei,,
wf_918db09fb5,scegliiamo,lem_ad6f36e43d,verb_form,C1,to choose,present,noi,,
wf_10ece9e774,scegliete,lem_ad6f36e43d,verb_form,C1,to choose,present,voi,,
wf_ed28d255c5,scegliono,lem_ad6f36e43d,verb_form,C1,to choose,present,loro,,
wf_53ef6ed37d,sceglievo,lem_ad6f36e43d,verb_form,C1,to choose,imperfect,io,,
wf_ed2067faa6,sceglievi,lem_ad6f36e43d,verb_form,C1,to choose,imperfect,tu,,
wf_9b75073966,sceglieva,lem_ad6f36e43d,verb_form,C1,to choose,imperfect,lui/lei,,
wf_ab3777504c,sceglievamo,lem_ad6f36e43d,verb_form,C1,to choose,imperfect,noi,,
wf_4a4263e013,sceglievate,lem_ad6f36e43d,verb_form,C1,to choose,imperfect,voi,,
wf_3f3fedf582,sceglievano,lem_ad6f36e43d,verb_form,C1,to choose,imperfect,loro,,
wf_4dceb16f92,scelto,lem_ad6f36e43d,verb_form,C1,to choose,past_participle,nan,,
wf_30cb707b79,scegliendo,lem_ad6f36e43d,verb_form,C1,to choose,gerund,nan,,
wf_2a7988c55e,sceglierò,lem_ad6f36e43d,verb_form,C1,to choose,future,io,,
wf_64fa1a7b13,sceglierai,lem_ad6f36e43d,verb_form,C1,to choose,future,tu,,
wf_e563ed2f46,sceglierà,lem_ad6f36e43d,verb_form,C1,to choose,future,lui/lei,,
wf_d29a9ce41e,sceglieremo,lem_ad6f36e43d,verb_form,C1,to choose,future,noi,,
wf_73955ba254,sceglierete,lem_ad6f36e43d,verb_form,C1,to choose,future,voi,,
wf_414d3512ea,sceglieranno,lem_ad6f36e43d,verb_form,C1,to choose,future,loro,,
wf_0a94d39cc5,sceglierei,lem_ad6f36e43d,verb_form,C1,to choose,conditional,io,,
wf_ed7e5f3bc1,sceglieresti,lem_ad6f36e43d,verb_form,C1,to choose,conditional,tu,,
wf_ddf54a0d8b,sceglierebbe,lem_ad6f36e43d,verb_form,C1,to choose,conditional,lui/lei,,
wf_ae9bcec633,sceglieremmo,lem_ad6f36e43d,verb_form,C1,to choose,conditional,noi,,
wf_09f42eab1e,scegliereste,lem_ad6f36e43d,verb_form,C1,to choose,conditional,voi,,
wf_6537a9f126,sceglierebbero,lem_ad6f36e43d,verb_form,C1,to choose,conditional,loro,,
wf_e7a72ee933,spiegare,lem_e61232a066,verb_form,A2,to explain,infinitive,nan,,
wf_d277d04c8a,spiego,lem_e61232a066,verb_form,A2,to explain,present,io,,
wf_5576c23bed,spiegi,lem_e61232a066,verb_form,A2,to explain,present,tu,,
wf_859b7539b4,spiega,lem_e61232a066,verb_form,A2,to explain,present,lui/lei,,
wf_dfa21bce34,spiegiamo,lem_e61232a066,verb_form,A2,to explain,present,noi,,
wf_a080e27c6e,spiegate,lem_e61232a066,verb_form,A2,to explain,present,voi,,
wf_efd95ed4f2,spiegano,lem_e61232a066,verb_form,A2,to explain,present,loro,,
wf_0a2b0a9e60,spiegavo,lem_e61232a066,verb_form,A2,to explain,imperfect,io,,
wf_f74b567945,spiegavi,lem_e61232a066,verb_form,A2,to explain,imperfect,tu,,
wf_540ae76e98,spiegava,lem_e61232a066,verb_form,A2,to explain,imperfect,lui/lei,,
wf_aecc8b85ae,spiegavamo,lem_e61232a066,verb_form,A2,to explain,imperfect,noi,,
wf_75436fe82e,spiegavate,lem_e61232a066,verb_form,A2,to explain,imperfect,voi,,
wf_b9098071f2,spiegavano,lem_e61232a066,verb_form,A2,to explain,imperfect,loro,,
wf_8b7bd6fbc1,spiegato,lem_e61232a066,verb_form,A2,to explain,past_participle,nan,,
wf_442c49b7ff,spiegando,lem_e61232a066,verb_form,A2,to explain,gerund,nan,,
wf_e1096d56fb,spiegerò,lem_e61232a066,verb_form,A2,to explain,future,io,,
wf_2fc3f2fe8e,spiegerai,lem_e61232a066,verb_form,A2,to explain,future,tu,,
wf_2820d2415a,spiegerà,lem_e61232a066,verb_form,A2,to explain,future,lui/lei,,
wf_1cbd357d5e,spiegeremo,lem_e61232a066,verb_form,A2,to explain,future,noi,,
wf_cf723f5ec3,spiegerete,lem_e61232a066,verb_form,A2,to explain,future,voi,,
wf_df09911faa,spiegeranno,lem_e61232a066,verb_form,A2,to explain,future,loro,,
wf_c9372d4d17,spiegerei,lem_e61232a066,verb_form,A2,to explain,conditional,io,,
wf_50a1030da7,spiegeresti,lem_e61232a066,verb_form,A2,to explain,conditional,tu,,
wf_bae09d25b5,spiegerebbe,lem_e61232a066,verb_form,A2,to explain,conditional,lui/lei,,
wf_95cb2b2e33,spiegeremmo,lem_e61232a066,verb_form,A2,to explain,conditional,noi,,
wf_5e13c284b8,spiegereste,lem_e61232a066,verb_form,A2,to explain,conditional,voi,,
wf_9ecafd05b7,spiegerebbero,lem_e61232a066,verb_form,A2,to explain,conditional,loro,,
wf_96e001d82c,imparare,lem_7213a0678c,verb_form,A2,to learn,infinitive,nan,,
wf_23fbb5ad87,imparo,lem_7213a0678c,verb_form,A2,to learn,present,io,,
wf_cf0f168e60,impari,lem_7213a0678c,verb_form,A2,to learn,present,tu,,
wf_2391fc7dd2,impara,lem_7213a0678c,verb_form,A2,to learn,present,lui/lei,,
wf_664d99f14f,impariamo,lem_7213a0678c,verb_form,A2,to learn,present,noi,,
wf_644753c6d2,imparate,lem_7213a0678c,verb_form,A2,to learn,present,voi,,
wf_841ffc5cc6,imparano,lem_7213a0678c,verb_form,A2,to learn,present,loro,,
wf_71510fa814,imparavo,lem_7213a0678c,verb_form,A2,to learn,imperfect,io,,
wf_b33c798e64,imparavi,lem_7213a0678c,verb_form,A2,to learn,imperfect,tu,,
wf_a090af5831,imparava,lem_7213a0678c,verb_form,A2,to learn,imperfect,lui/lei,,
wf_3699d52ee5,imparavamo,lem_7213a0678c,verb_form,A2,to learn,imperfect,noi,,
wf_4d28d53ea6,imparavate,lem_7213a0678c,verb_form,A2,to learn,imperfect,voi,,
wf_a470e08da2,imparavano,lem_7213a0678c,verb_form,A2,to learn,imperfect,loro,,
wf_b398663390,imparato,lem_7213a0678c,verb_form,A2,to learn,past_participle,nan,,
wf_942aca9a0b,imparando,lem_7213a0678c,verb_form,A2,to learn,gerund,nan,,
wf_42359fce05,imparerò,lem_7213a0678c,verb_form,A2,to learn,future,io,,
wf_b3ecd23557,imparerai,lem_7213a0678c,verb_form,A2,to learn,future,tu,,
wf_94c81e6bc7,imparerà,lem_7213a0678c,verb_form,A2,to learn,future,lui/lei,,
wf_2d094c18ac,impareremo,lem_7213a0678c,verb_form,A2,to learn,future,noi,,
wf_f47b052f3c,imparerete,lem_7213a0678c,verb_form,A2,to learn,future,voi,,
wf_621b1ce04b,impareranno,lem_7213a0678c,verb_form,A2,to learn,future,loro,,
wf_ce9b0b00fb,imparerei,lem_7213a0678c,verb_form,A2,to learn,conditional,io,,
wf_3987d928ec,impareresti,lem_7213a0678c,verb_form,A2,to learn,conditional,tu,,
wf_148f19ab84,imparerebbe,lem_7213a0678c,verb_form,A2,to learn,conditional,lui/lei,,
wf_d84ee452dc,impareremmo,lem_7213a0678c,verb_form,A2,to learn,conditional,noi,,
wf_57c878c161,imparereste,lem_7213a0678c,verb_form,A2,to learn,conditional,voi,,
wf_e00b6b3672,imparerebbero,lem_7213a0678c,verb_form,A2,to learn,conditional,loro,,
wf_b6e19850a6,insegnare,lem_a385098437,verb_form,A2,to teach,infinitive,nan,,
wf_efb48f276a,insegno,lem_a385098437,verb_form,A2,to teach,present,io,,
wf_4fb0c8f040,insegni,lem_a385098437,verb_form,A2,to teach,present,tu,,
wf_657465cc98,insegna,lem_a385098437,verb_form,A2,to teach,present,lui/lei,,
wf_2af4cd2685,insegniamo,lem_a385098437,verb_form,A2,to teach,present,noi,,
wf_47957489f3,insegnate,lem_a385098437,verb_form,A2,to teach,present,voi,,
wf_fe9f4ff035,insegnano,lem_a385098437,verb_form,A2,to teach,present,loro,,
wf_944bf20182,insegnavo,lem_a385098437,verb_form,A2,to teach,imperfect,io,,
wf_dfc75b05c7,insegnavi,lem_a385098437,verb_form,A2,to teach,imperfect,tu,,
wf_9be8a70e2e,insegnava,lem_a385098437,verb_form,A2,to teach,imperfect,lui/lei,,
wf_d142ad79af,insegnavamo,lem_a385098437,verb_form,A2,to teach,imperfect,noi,,
wf_6a27f8a9a3,insegnavate,lem_a385098437,verb_form,A2,to teach,imperfect,voi,,
wf_6774654d8d,insegnavano,lem_a385098437,verb_form,A2,to teach,imperfect,loro,,
wf_8ee6a3d312,insegnato,lem_a385098437,verb_form,A2,to teach,past_participle,nan,,
wf_c8059f8d1c,insegnando,lem_a385098437,verb_form,A2,to teach,gerund,nan,,
wf_de0b3be8b6,insegnerò,lem_a385098437,verb_form,A2,to teach,future,io,,
wf_a0780f49aa,insegnerai,lem_a385098437,verb_form,A2,to teach,future,tu,,
wf_63a56ee5b9,insegnerà,lem_a385098437,verb_form,A2,to teach,future,lui/lei,,
wf_bd36f36662,insegneremo,lem_a385098437,verb_form,A2,to teach,future,noi,,
